crop,temp_c,humidity,gas_ppm,hours_since_harvest,vqi,weight
Banana,28.47,58.29,7.25,5,7.44,143.89897514762274
Banana,24.88,54.54,304.94,15,6.15,107.53848401590878
Banana,28.29,66.48,202.35,16,4.96,125.3417089868313
Banana,32.68,69.89,190.73,21,3.69,122.27652572046576
Banana,24.2,65.08,284.41,21,6.04,104.18891870031408
Banana,27.47,62.98,202.18,36,6.21,99.57609195646504
Banana,24.5,58.05,127.49,5,8.43,122.5251852059864
Banana,26.61,53.98,206.65,19,5.66,124.44846246718717
Banana,28.86,64.84,165.11,25,5.38,90.22785431435992
Banana,26.11,68.08,445.67,28,6.58,128.47603853397848
Banana,31.72,60.84,262.15,34,4.71,126.375001546321
Banana,28.45,70.28,46.55,26,5.82,133.91668809668948
Banana,23.03,61.56,347.84,6,7.49,122.28312291387208
Banana,27.96,70.42,431.02,19,6.77,127.69098857237584
Banana,31.38,61.1,239.98,46,6.03,123.57995886741978
Banana,28.63,51.69,90.04,47,4.87,115.45293816682157
Banana,27.78,68.13,12.91,21,6.34,109.55774340041056
Banana,26.11,60.39,362.45,36,5.82,114.63629770851598
Banana,26.71,57.29,64.0,7,6.87,104.46228350389146
Banana,27.03,67.41,239.45,28,5.55,109.17510120151537
Banana,19.66,60.55,361.65,29,6.49,117.32376269335488
Banana,28.39,57.94,380.23,12,7.46,117.0587474743318
Banana,29.99,71.56,172.91,10,6.19,96.67855475307861
Banana,24.76,63.98,489.46,29,6.41,125.14243001776644
Banana,27.7,57.82,335.03,20,6.89,94.41628396661234
Banana,28.06,62.68,380.42,40,5.53,99.09930566496294
Banana,29.43,75.66,24.22,22,5.55,104.62070153985434
Banana,27.04,65.56,205.02,32,5.71,109.1274787332259
Banana,28.62,61.79,323.05,43,4.65,143.39430285055042
Banana,23.52,67.51,125.67,8,6.98,95.11224788462361
Banana,23.96,62.73,406.64,38,5.5,126.51005340368523
Banana,28.29,62.45,280.94,26,5.92,122.72474099444453
Banana,26.31,61.72,255.04,29,5.43,107.98376823423014
Banana,22.26,69.27,419.39,37,5.49,118.13835870130988
Banana,28.04,65.97,77.75,18,5.79,135.68277300537588
Banana,23.18,72.11,189.05,27,4.87,126.70581482799317
Banana,35.11,66.53,312.75,29,6.38,85.63077746886125
Banana,20.47,72.64,194.05,38,4.5,124.14877381803036
Banana,27.16,68.25,232.77,18,6.79,109.5757973937606
Banana,23.65,63.7,176.35,18,6.2,116.77815371913005
Banana,29.75,64.32,52.91,34,5.31,122.97652499920956
Banana,25.79,74.14,476.75,35,4.75,131.10337060750743
Banana,30.04,71.52,93.08,24,6.42,120.29177836169963
Banana,29.3,72.73,132.78,31,3.93,106.60401619558002
Banana,23.8,59.96,9.75,28,5.59,97.97126189827512
Banana,24.82,55.62,7.26,10,6.31,104.83124881851491
Banana,25.97,60.78,25.13,21,4.54,111.02179766474107
Banana,26.8,65.83,124.98,24,5.83,138.91678874890982
Banana,26.41,61.77,357.19,20,5.69,90.30417025561188
Banana,29.18,65.14,366.46,38,4.38,123.87693924195531
Banana,27.7,62.74,263.75,46,5.14,118.76038703843015
Banana,25.16,56.18,23.68,5,6.3,79.0909349125909
Banana,24.26,67.14,368.09,14,6.03,108.8490894903489
Banana,24.55,65.15,237.62,39,4.88,98.77671618849224
Banana,27.99,71.65,405.39,13,6.99,135.28182099724413
Banana,26.42,65.8,388.7,10,6.92,122.73637251723366
Banana,33.24,68.91,54.21,16,5.77,125.82760382780361
Banana,27.0,60.9,155.7,22,7.46,108.92031477582479
Banana,27.57,66.74,93.9,16,6.22,98.4378486462032
Banana,21.6,69.04,263.56,6,7.03,105.39592575111648
Banana,22.99,67.78,388.77,6,7.11,127.67183565022927
Banana,23.64,63.87,139.27,26,6.15,125.34520787150417
Banana,25.4,66.75,112.77,25,6.7,119.21350780830451
Banana,22.55,68.11,463.56,38,6.05,109.79023472259578
Banana,23.54,71.01,42.37,32,6.82,144.28743792409813
Banana,28.99,62.19,425.3,47,4.19,124.32899040108259
Banana,24.42,59.42,390.8,35,6.36,127.72976891862436
Banana,26.88,60.84,373.97,42,3.77,107.18834755256982
Banana,28.78,65.73,322.24,15,5.18,117.05978299200095
Banana,29.84,65.02,227.48,28,4.54,105.68832807837767
Banana,27.88,68.14,233.39,5,6.28,110.85986038721197
Banana,28.06,69.15,35.51,24,4.96,105.57824998711422
Banana,29.93,55.57,170.7,39,5.02,124.90463179727364
Banana,28.24,62.59,236.22,47,4.91,139.92850128475945
Banana,30.11,66.06,182.39,6,6.4,107.40042021410684
Banana,20.57,70.58,291.88,28,4.28,109.03671768823223
Banana,26.75,64.73,467.12,44,3.91,97.41795698868738
Banana,27.17,71.83,59.29,15,6.06,117.43843570450295
Banana,26.65,67.76,150.84,8,6.3,135.1350114412338
Banana,27.37,66.9,346.32,47,4.54,104.90068837262397
Banana,25.78,64.45,404.07,46,4.21,95.30354808774202
Banana,29.37,64.88,193.67,19,5.85,105.46707675909826
Banana,25.39,66.65,289.65,33,5.86,121.96976298766955
Banana,26.35,64.02,252.5,3,7.44,137.89021341889637
Banana,31.33,70.56,493.28,42,4.35,151.20023000394355
Banana,30.91,69.4,263.11,44,4.15,108.37986932186709
Banana,27.47,70.99,425.9,21,5.7,110.28208244335924
Banana,25.09,59.8,139.86,30,5.51,127.29206598043065
Banana,22.1,59.64,453.3,44,4.45,102.28237297160638
Banana,26.61,67.44,327.91,27,6.15,109.77589017819955
Banana,28.52,64.6,98.77,39,6.02,122.06482317842963
Banana,24.84,66.29,103.46,2,6.12,114.66358659481702
Banana,27.02,59.41,338.73,6,6.31,97.86697579310398
Banana,25.95,57.71,108.5,15,6.29,109.4337424323746
Banana,21.83,66.16,365.0,26,6.13,107.85591269475765
Banana,27.35,61.2,158.03,10,6.43,102.98077034998836
Banana,28.31,68.57,411.57,31,4.05,125.3143301419769
Banana,27.48,61.92,401.79,20,7.06,99.62235668123316
Banana,31.84,60.56,269.69,41,5.28,119.66657507144504
Banana,26.03,53.67,165.43,9,6.62,123.88712891723678
Banana,25.8,71.24,454.93,17,5.96,104.4391717215752
Banana,33.5,68.49,2.82,9,6.12,113.57685655597183
Banana,23.25,57.52,475.54,24,5.93,94.24373924983958
Banana,25.14,55.01,340.73,10,6.87,85.16161001700209
Banana,28.08,62.01,140.28,33,6.0,125.76234724534478
Banana,30.38,69.74,56.29,38,5.43,114.83859646143443
Banana,29.8,62.36,162.91,35,5.02,104.17996534818788
Banana,23.88,63.96,137.45,47,4.16,131.91411668708184
Banana,31.88,69.95,447.98,19,5.97,111.27492322330784
Banana,28.39,60.06,408.09,46,4.67,104.10604141402183
Banana,24.54,61.59,43.98,45,5.7,88.7603732481384
Banana,24.79,66.1,340.81,16,5.9,126.00600174071499
Banana,27.21,63.6,100.9,16,6.69,115.77715601101312
Banana,33.46,60.61,115.39,30,4.76,150.184906013556
Banana,27.64,68.54,318.03,24,5.89,133.5396129189619
Banana,33.43,67.59,120.54,24,5.74,91.49815848565814
Banana,29.63,69.16,60.4,2,7.39,144.3700184131934
Banana,23.21,64.23,40.91,23,4.73,145.55497482797807
Banana,31.22,56.2,222.08,8,6.78,160.73772074456065
Banana,24.17,65.05,191.53,46,4.74,92.66547846034126
Banana,25.15,59.14,390.72,33,4.68,89.97488128241221
Banana,27.83,54.87,402.78,29,5.13,142.99051131340465
Banana,26.91,63.63,128.9,33,6.0,114.63517870865954
Banana,29.68,65.51,368.93,34,5.09,136.56348810727053
Banana,28.51,72.99,70.67,44,5.89,108.98552367259931
Banana,26.65,58.97,107.92,14,6.11,101.12928486820316
Banana,32.1,68.39,318.37,29,4.6,115.9624331497359
Banana,25.58,57.01,458.54,10,6.16,106.55703565013623
Banana,24.0,71.35,365.44,44,5.85,122.09005796071472
Banana,28.39,61.5,234.32,4,7.59,111.39401868508291
Banana,26.95,63.33,168.95,18,6.11,96.33771250825541
Banana,27.74,63.39,335.31,35,6.76,107.7793442271613
Banana,29.21,68.79,385.98,33,5.39,85.82137340038102
Banana,26.44,57.75,289.63,10,6.82,101.77635349318305
Banana,32.58,64.11,78.49,42,5.7,119.18818244513402
Banana,27.79,61.79,401.98,2,7.67,116.59999044066731
Banana,25.65,75.99,149.76,43,4.12,130.49564092534072
Banana,28.77,59.58,274.9,21,6.63,99.52958849142142
Banana,26.74,52.09,318.93,6,7.08,84.12522229420006
Banana,27.34,73.47,393.79,41,5.39,111.01129613583848
Banana,23.68,67.46,9.69,46,5.69,133.99876793271548
Banana,24.02,61.06,442.7,22,5.12,112.60191634238335
Banana,30.18,64.84,151.4,6,5.84,97.23749103530315
Banana,23.3,61.0,8.05,5,5.68,126.01204899668339
Banana,26.63,55.22,231.69,9,6.63,97.4968455834872
Banana,27.98,64.18,339.35,26,5.1,113.36550152036543
Banana,31.24,64.14,468.02,8,7.16,115.60235734142888
Banana,25.56,66.7,412.75,38,4.48,120.45481114082668
Banana,29.28,60.14,323.3,43,5.31,103.5290439385697
Banana,26.64,61.13,347.3,33,5.27,123.67271077501981
Banana,20.46,63.12,330.86,18,6.69,131.72465786113975
Banana,27.14,60.1,99.69,29,4.66,114.29291246665558
Banana,26.8,70.68,350.3,7,7.3,96.71773210138613
Banana,28.28,69.25,19.04,43,4.61,91.71420363010358
Banana,25.07,62.42,327.91,43,6.3,117.03081985720526
Banana,25.39,67.67,494.46,37,3.87,86.38973881165452
Banana,30.6,58.81,426.32,3,6.39,90.38963019461521
Banana,25.99,62.69,174.93,32,5.27,104.90879476401548
Banana,21.26,72.32,31.12,2,6.93,120.71371596436393
Banana,28.47,68.23,326.81,4,5.41,89.10374964200733
Banana,29.59,66.45,437.19,14,8.49,95.07543682011448
Banana,29.56,63.21,357.7,32,5.1,121.7008845242713
Banana,25.15,64.79,43.1,30,5.16,134.63756946485518
Banana,27.0,57.66,361.34,45,4.53,81.02758673353706
Banana,28.59,63.38,258.66,34,4.89,105.88262719425508
Banana,29.89,66.88,399.99,11,6.75,105.16099343543823
Banana,28.51,64.87,218.18,39,4.05,90.87514898311606
Banana,29.33,64.87,252.43,10,6.4,102.06725488729936
Banana,24.8,61.73,172.09,2,7.51,118.8829840092625
Banana,20.13,60.46,272.24,45,5.9,112.70313278564561
Banana,30.16,60.0,27.4,38,5.32,89.05605228959644
Banana,24.16,63.74,236.29,33,4.12,109.42771123399108
Banana,26.49,68.67,48.52,34,4.02,93.69722102295489
Banana,29.42,60.71,40.77,3,7.07,107.75970180655867
Banana,27.08,65.2,379.46,47,5.18,102.46378266356292
Banana,29.11,65.08,340.33,3,6.12,120.83628990684153
Banana,34.36,69.65,301.36,6,5.64,105.7841919580888
Banana,28.65,65.07,397.63,11,5.9,124.20610093199191
Banana,24.81,57.56,252.93,39,6.26,132.17224540610061
Banana,22.66,75.62,50.47,38,3.49,120.60910043737483
Banana,29.03,69.86,245.36,3,6.18,151.80058283527242
Banana,27.24,67.42,285.9,42,4.95,89.2550377486417
Banana,22.86,62.12,272.05,43,4.67,106.34522967565515
Banana,30.54,63.41,362.6,41,5.46,106.68003753795142
Banana,29.17,57.89,415.16,26,5.37,98.61270421974103
Banana,26.97,63.33,465.09,39,4.44,85.02138713818569
Banana,33.56,65.88,150.58,38,5.94,120.66457063995954
Banana,30.07,64.87,17.63,19,6.46,124.12005069739317
Banana,24.03,73.76,272.28,28,5.28,107.60503405836205
Banana,30.52,68.35,495.96,21,4.38,112.17059022056408
Banana,27.76,69.87,124.81,35,5.29,118.77252257581274
Banana,32.68,67.7,158.14,45,3.89,122.51199050833256
Banana,29.83,65.81,58.13,9,6.22,122.08458605101944
Banana,28.45,67.27,60.98,5,6.26,110.9387775590554
Banana,28.28,55.08,322.69,31,5.58,92.64908889216724
Banana,23.43,63.7,97.38,37,4.3,116.3362045150785
Banana,25.46,58.01,436.24,10,6.0,132.31631966261463
Banana,27.63,59.1,483.99,42,5.21,121.96048908537743
Banana,22.88,70.97,84.95,13,6.21,111.48276956447907
Banana,28.4,59.62,420.71,15,6.35,137.90762219399244
Banana,24.77,58.38,439.74,36,5.51,111.18852365516994
Banana,25.82,66.95,157.78,7,6.67,133.5939672132172
Banana,29.13,64.66,73.81,24,5.64,123.94708164868696
Banana,25.33,67.23,118.24,5,5.76,120.46354244916012
Banana,28.41,73.78,293.47,2,5.31,103.48631602003834
Banana,27.43,67.86,138.29,10,6.43,126.56872361006111
Banana,23.82,57.25,34.03,10,8.62,124.33122689231651
Banana,29.64,69.66,430.76,45,4.5,111.94876443263793
Banana,29.8,63.9,70.09,47,3.92,117.64957035841931
Banana,29.96,65.84,100.26,16,7.02,124.50212716165159
Banana,32.72,56.73,228.61,25,5.45,127.50610064276151
Banana,25.77,67.52,16.68,9,6.32,130.38186832816348
Banana,21.15,58.49,30.22,29,5.68,114.49243647793504
Banana,25.03,67.67,417.2,43,5.21,106.747896947497
Banana,29.88,61.39,106.96,47,5.39,111.96101675318293
Banana,26.76,68.61,404.85,18,5.98,76.99251989212635
Banana,22.79,58.52,352.91,36,5.0,121.66815628247652
Banana,21.95,57.2,86.93,32,5.47,108.35247973149343
Banana,31.26,62.29,248.8,5,7.11,110.00483514007517
Banana,28.83,66.33,448.94,15,6.73,122.04813755644597
Banana,25.51,59.27,465.58,26,5.86,102.74115927034009
Banana,32.65,66.02,53.51,47,5.17,90.49207416060511
Banana,34.95,69.37,64.87,41,4.39,115.81608979206352
Banana,30.1,58.38,304.97,8,7.83,114.07257678344241
Banana,29.27,66.03,84.11,32,5.87,115.31251056837667
Banana,28.58,67.7,53.31,36,5.15,102.0319065772038
Banana,29.57,64.04,472.98,39,4.79,86.70775519856433
Banana,32.88,64.59,82.58,21,5.48,102.71458347401392
Banana,24.08,57.96,164.36,17,6.29,121.78295570393513
Banana,25.98,67.19,77.59,23,5.44,121.64092324720934
Banana,26.86,65.31,101.27,37,4.48,104.61881563069957
Banana,28.72,65.75,430.02,20,4.8,122.72053784486005
Banana,31.7,75.32,471.13,3,6.55,113.09917521119304
Banana,28.24,63.97,7.19,5,7.28,141.85162288446392
Banana,28.88,66.61,176.42,35,3.86,94.42065518486471
Banana,29.03,71.44,154.07,8,5.23,122.15844264871517
Banana,27.07,64.76,483.89,15,6.41,123.41365047716866
Banana,25.75,61.42,254.22,44,4.12,93.28217369856131
Banana,27.22,66.99,463.9,33,3.37,123.7118472918141
Banana,25.04,61.57,392.9,18,6.4,104.70215040238796
Banana,25.09,71.0,272.35,38,3.78,114.88696537687838
Banana,28.1,67.57,333.65,15,6.33,130.87327512575715
Banana,25.57,60.69,439.18,18,6.08,127.46717116291319
Banana,32.54,58.76,247.13,33,3.5,115.46880591351614
Banana,27.44,65.78,435.52,3,7.16,121.21374848155864
Banana,31.08,66.28,233.36,40,5.86,129.40376899163644
Banana,23.26,58.78,55.76,5,6.61,113.79528787951136
Banana,23.36,68.93,126.51,41,5.41,106.61931513572404
Banana,26.67,68.33,26.9,31,5.11,97.55690711539819
Banana,29.81,66.71,176.66,31,5.12,125.07660416359896
Banana,25.53,68.79,201.13,34,3.17,97.05510541234767
Banana,26.7,60.05,463.63,43,4.83,111.6092390377056
Banana,30.0,60.34,310.02,2,5.86,108.15221692593063
Banana,25.84,63.7,410.28,34,6.07,94.3976319179043
Banana,24.73,61.83,113.57,37,6.05,126.03580945455609
Banana,29.13,67.51,307.86,32,5.82,83.12123504788848
Banana,23.09,69.03,330.63,38,5.04,96.97031634953281
Banana,25.88,61.48,229.74,15,5.35,105.8667493604503
Banana,27.34,60.66,141.79,7,7.08,124.97886572995604
Banana,28.59,69.27,269.21,8,8.15,126.31263899105434
Banana,29.47,60.09,92.37,41,5.16,113.49348808501976
Banana,29.94,63.57,363.37,25,5.64,121.77139479830315
Banana,26.09,59.95,107.48,5,6.14,108.65203881599909
Banana,29.87,62.04,370.98,26,5.48,142.16365990440613
Banana,28.52,57.47,109.27,4,7.55,98.50216216982527
Banana,29.16,71.41,319.41,29,3.57,118.1131657559838
Banana,25.1,70.06,493.99,24,5.11,102.18199291270537
Banana,29.0,60.96,350.83,37,5.6,127.14187290929064
Banana,26.54,67.32,202.36,14,5.27,120.86243230283102
Banana,27.14,57.82,321.92,23,5.99,94.95515020955874
Banana,27.5,68.11,470.15,26,5.43,101.00020219991568
Banana,33.34,60.58,214.66,44,4.99,99.18443257420124
Banana,24.26,71.09,8.95,25,6.06,108.49200890550179
Banana,30.57,67.55,4.97,44,3.84,93.88462121290466
Banana,31.29,63.17,309.23,38,5.21,98.96845900421575
Banana,29.48,62.96,63.39,34,5.01,137.84301627969933
Banana,25.39,65.72,436.31,15,6.33,116.52510201816023
Banana,32.09,60.38,129.5,25,4.32,136.1047280761743
Banana,26.0,70.62,430.58,23,5.61,111.26262284738549
Banana,29.06,66.53,416.99,38,5.48,131.30770737909828
Banana,27.36,69.82,455.04,24,4.58,117.21410685005974
Banana,25.89,52.75,114.6,7,6.94,134.48509584526263
Banana,28.64,65.08,196.97,20,6.01,124.0638606233511
Banana,32.64,66.24,75.95,13,6.46,125.32815505487947
Banana,27.77,64.98,303.77,27,5.19,128.85150019649035
Banana,32.94,65.11,400.19,30,5.63,126.89600733979547
Banana,26.45,63.39,100.36,15,6.85,120.51716862584165
Banana,27.23,76.29,349.04,18,4.42,136.36494004052713
Banana,23.32,66.22,306.77,31,5.02,123.86230682187546
Banana,25.33,65.61,313.7,8,7.12,133.72131092330378
Banana,26.34,69.68,321.2,22,6.25,115.77619145108375
Banana,26.01,62.2,311.38,2,8.18,156.99192868707786
Banana,24.12,58.56,191.53,39,6.05,109.72235503435377
Banana,24.71,69.54,98.11,5,6.66,145.34102795622533
Banana,26.14,63.33,51.43,47,5.1,98.54856359192904
Banana,30.56,71.8,322.52,9,7.72,93.41865688946466
Banana,22.51,71.49,405.63,19,7.0,111.54243674940433
Banana,20.75,53.39,323.4,46,4.86,102.92942496334115
Banana,21.72,65.36,172.91,9,6.39,111.48592415506388
Banana,24.46,70.38,307.73,32,5.49,92.28695340867584
Banana,28.91,56.22,383.02,32,5.31,126.0977999402809
Banana,25.93,66.83,371.59,29,6.11,108.77521859983777
Banana,25.89,68.29,313.19,38,6.0,105.64695029813868
Banana,25.82,64.73,246.33,4,6.37,122.68130948020438
Banana,21.37,64.76,352.56,46,3.25,110.13018318659738
Banana,29.58,70.99,244.68,16,4.84,116.27519017331143
Banana,30.93,57.53,137.16,5,6.64,114.97796948728985
Banana,25.99,69.16,14.24,36,5.4,142.7274821393686
Banana,27.26,67.3,355.78,35,4.86,125.66147124627513
Banana,27.36,71.51,451.6,37,3.75,101.23455849368862
Banana,23.8,60.26,7.65,7,6.74,123.76638437582457
Banana,25.68,72.38,75.04,5,6.45,117.89770865615607
Banana,32.36,58.06,122.78,31,4.56,144.45893227410772
Banana,26.99,63.35,329.3,40,5.95,112.32713314086179
Banana,27.67,59.18,6.68,19,7.01,130.43252618107826
Banana,24.92,68.62,164.86,23,5.94,102.03481196531682
Banana,25.71,61.19,448.62,11,6.19,115.1724669542901
Banana,28.94,70.67,378.49,30,5.7,106.27967179002209
Banana,24.48,56.56,419.48,24,7.71,78.79553709177975
Banana,31.86,62.77,167.89,5,7.34,92.53296382854711
Banana,22.15,73.93,247.83,20,5.22,106.14381522372477
Banana,25.1,61.2,56.23,27,6.38,127.74374789427155
Banana,22.56,70.3,58.67,8,5.96,138.60887871028598
Banana,30.97,68.48,135.51,14,5.26,125.08774265311554
Banana,26.89,58.46,375.84,4,7.21,136.41015322227338
Banana,26.14,66.06,90.62,41,5.41,95.80895790558236
Banana,28.19,72.64,233.76,12,6.55,88.08769469309014
Banana,31.2,62.95,212.26,17,5.47,150.4059201659832
Banana,27.65,61.55,263.64,21,6.75,140.11114117235573
Banana,30.43,66.64,106.89,24,6.91,119.06744362408305
Banana,26.12,63.93,203.93,24,6.21,98.42144963445561
Banana,24.12,57.52,488.1,33,4.82,96.38196687962666
Banana,27.7,63.89,154.84,42,5.25,128.73508254926193
Banana,24.91,62.57,140.37,43,4.5,95.36568507213927
Banana,29.07,64.33,305.39,39,4.63,104.61430549437233
Banana,25.77,52.98,469.0,4,7.38,124.78144268252274
Banana,26.75,66.82,392.23,9,6.04,122.37010246708792
Banana,20.28,56.83,312.33,39,5.65,144.28972084891174
Banana,26.63,68.73,239.14,41,5.44,117.97197671945361
Banana,26.27,70.36,401.61,15,6.34,97.12062797225533
Banana,30.49,55.07,8.27,9,7.8,106.90364975220034
Banana,29.61,71.48,379.72,12,5.64,89.48199683241101
Banana,27.07,64.42,340.55,43,5.78,119.02251390284844
Banana,22.11,70.38,162.96,43,5.12,114.13109864447678
Banana,25.68,69.66,442.92,44,4.2,121.59922733338074
Banana,30.49,57.77,408.39,34,4.08,115.51475086986733
Banana,26.4,60.73,288.23,16,6.52,101.86758636992987
Banana,23.8,73.07,93.83,38,4.84,88.76494256610698
Banana,30.46,58.8,139.49,15,5.99,108.56568254986917
Banana,22.13,66.8,184.13,27,5.49,125.46837311655698
Banana,26.66,61.22,354.15,9,6.95,122.1122236188862
Banana,28.67,60.48,478.84,5,6.7,108.56657391350147
Banana,27.38,64.91,396.43,37,4.83,109.1832455920632
Banana,23.28,75.96,294.2,19,5.24,101.56008229391513
Banana,24.21,68.84,261.56,28,4.97,97.48216990576984
Banana,24.91,59.73,167.74,20,5.44,126.03256508933768
Banana,29.35,65.98,494.23,4,6.61,143.0502531708551
Banana,27.51,55.7,476.31,10,6.28,126.87516903473032
Banana,25.84,53.73,476.05,40,5.3,106.75259128082429
Banana,28.23,65.85,148.21,3,6.53,112.86622637284545
Banana,24.75,68.57,369.1,10,6.26,101.30535768516944
Banana,29.22,72.81,7.33,7,6.67,129.83066471828582
Banana,28.35,66.86,89.37,39,3.89,115.54378226667231
Banana,26.33,65.03,390.84,29,6.33,135.92916493081904
Banana,26.51,63.31,464.64,35,4.55,118.8043756572843
Banana,25.97,67.64,387.75,30,4.53,120.5366351458679
Banana,29.99,58.92,368.79,4,6.59,103.20509511098437
Banana,27.65,61.61,395.73,17,7.11,114.4214306318098
Banana,26.35,59.09,61.0,45,5.06,105.35368772697711
Banana,24.09,62.38,132.17,36,5.1,103.50832026054323
Banana,28.77,61.38,309.9,12,7.24,126.43559391585798
Banana,28.63,61.04,282.57,44,4.19,111.08323333652903
Banana,25.42,61.8,169.45,24,5.85,116.61920520891348
Banana,25.74,66.05,359.91,31,5.4,120.82558595359754
Banana,26.65,71.34,368.27,6,6.56,90.8035307487118
Banana,23.54,66.44,366.67,9,5.94,119.58509303392499
Banana,27.22,62.13,152.69,44,4.26,133.75532233673945
Banana,22.06,67.19,55.97,44,5.04,116.6533162112143
Banana,23.16,65.55,432.98,11,7.01,127.40839358869738
Banana,25.47,65.85,319.81,29,6.0,108.18846120289395
Banana,25.12,64.88,329.75,37,6.48,113.68627060504531
Banana,28.35,73.63,470.34,11,5.42,98.90743431493038
Banana,27.85,65.49,346.24,15,5.79,109.71415074207563
Banana,31.13,62.19,297.17,39,4.49,106.76338880673278
Banana,27.28,61.11,164.81,38,5.09,106.04024104607757
Banana,27.62,69.51,241.19,6,5.6,114.08927204650331
Banana,23.51,59.07,345.52,7,6.95,150.1133150104599
Banana,23.52,71.78,182.14,31,5.22,109.50931992673664
Banana,27.19,55.42,488.0,20,4.56,117.24601231088533
Banana,27.25,71.13,165.47,15,6.8,107.02477086109575
Banana,27.87,68.99,416.55,12,6.2,104.11485462012786
Banana,30.81,62.8,195.04,47,4.89,118.62062265588813
Banana,23.65,61.25,288.47,6,6.74,106.49790618529371
Banana,32.07,71.16,298.04,46,2.14,92.7170315677616
Banana,22.53,74.0,430.68,32,5.73,116.7487343985189
Banana,28.12,61.93,348.39,45,3.06,109.229984614448
Banana,23.26,67.9,268.39,33,4.75,126.9197495876167
Banana,29.17,69.9,394.75,25,5.66,124.30805599945579
Banana,22.55,68.01,287.48,11,6.71,118.47524074033714
Banana,18.8,65.27,402.0,14,6.42,124.2636192201939
Banana,27.44,63.05,404.91,14,6.3,115.94454770911221
Banana,26.63,66.39,234.06,37,4.33,97.98296789607886
Banana,30.32,54.57,463.63,23,5.51,106.77437545433908
Banana,27.23,71.7,369.5,10,5.12,104.4063378108861
Banana,24.77,56.47,354.15,20,6.08,98.68376602377438
Banana,25.38,60.81,322.04,8,6.84,144.8049355506403
Banana,36.65,63.31,92.8,16,5.82,87.71607467232823
Banana,24.38,60.01,161.54,18,6.55,115.27655973192839
Banana,28.57,59.36,275.85,47,5.33,125.01937158527953
Banana,28.21,72.05,118.96,15,5.14,111.590560784439
Banana,28.64,73.98,437.83,42,4.09,155.5355324843426
Banana,28.4,72.74,277.23,3,6.62,99.94040940995343
Banana,26.2,69.18,167.53,15,5.9,113.2672597569494
Banana,21.71,77.32,13.79,5,5.88,115.80512949620747
Banana,27.47,63.67,278.45,4,7.05,113.23920782066773
Banana,26.96,63.19,64.02,4,6.42,140.3150106834619
Banana,27.37,65.06,159.18,12,6.18,119.13341281100662
Banana,28.7,72.15,175.82,6,5.02,98.82142140924263
Banana,25.76,67.93,124.87,30,6.23,117.5199172733978
Banana,25.14,73.64,87.46,29,5.61,124.55649987262618
Banana,29.7,65.33,26.47,24,6.23,134.10256704760712
Banana,26.01,57.51,439.12,31,6.65,124.53650942746073
Banana,25.52,61.63,495.96,24,5.59,107.64678026498002
Banana,25.26,70.12,36.87,42,4.73,83.518712893363
Banana,28.78,62.53,163.53,23,5.22,105.78539526900056
Banana,26.37,65.48,410.73,44,5.08,120.04896053218195
Banana,33.64,66.23,50.51,13,5.94,109.39244125603328
Banana,27.17,74.04,458.56,28,4.45,127.44491010810286
Banana,23.38,69.4,358.59,41,5.39,111.59376487428968
Banana,25.69,68.42,173.42,47,5.72,85.85792313718095
Banana,28.97,65.79,492.05,16,6.29,109.55093466648698
Banana,25.2,60.85,222.18,24,6.85,104.09404428867181
Banana,26.95,66.21,337.0,45,3.87,96.08392409415974
Banana,29.94,75.88,155.8,42,5.08,101.63056397331046
Banana,30.39,67.57,109.97,45,4.05,120.00601043656208
Banana,25.43,62.24,141.03,20,6.38,119.92530393755122
Banana,26.23,62.91,280.16,45,5.15,107.8586631979741
Banana,27.29,72.09,223.06,12,6.51,79.80565957286805
Banana,31.03,62.34,463.61,39,4.82,109.07625241484213
Banana,23.7,64.0,256.34,41,5.45,102.5751560032011
Banana,28.08,59.29,123.44,44,5.84,94.15057452871581
Banana,27.17,63.61,225.15,4,5.85,107.31406497844493
Banana,24.31,67.37,369.29,17,6.21,151.55190077096609
Banana,30.71,63.52,272.47,33,5.46,146.25434559618787
Banana,29.97,65.12,47.93,39,4.59,130.9780081099562
Banana,31.61,59.24,133.14,10,6.63,96.05128031504836
Banana,30.54,62.21,439.35,42,4.99,113.51935972804388
Banana,27.03,75.66,279.56,39,4.85,120.16966339928537
Banana,28.86,64.33,128.06,6,6.2,109.91885616518144
Banana,28.0,66.81,409.63,2,7.7,128.47292884230345
Banana,24.28,60.99,452.72,36,6.54,139.28276479192527
Banana,23.09,65.26,170.32,36,5.96,122.16454926562311
Banana,28.11,63.65,337.62,13,7.43,138.30340964745992
Banana,27.29,70.5,248.09,37,5.31,108.6538687900428
Banana,25.99,70.26,459.78,22,5.33,101.60449805021196
Banana,26.72,70.79,219.68,44,5.33,99.94856809079275
Banana,32.31,65.4,401.73,9,6.86,124.60779953036585
Banana,20.46,75.2,187.92,28,5.62,125.97485035187319
Banana,28.92,69.02,249.73,10,5.77,140.34232902941991
Banana,29.53,57.85,295.91,29,4.88,115.21434264360586
Banana,29.9,72.71,421.88,31,6.73,133.08712705114127
Banana,22.86,64.97,160.68,15,7.5,148.9078959719834
Banana,26.12,70.69,350.11,24,6.3,111.32598364484453
Banana,25.97,59.74,287.23,30,5.35,99.52799247401646
Banana,27.88,64.64,165.03,27,3.52,122.85410842172966
